아파트,거래금액,년,월,일,법정동,지역코드,전용면적,층
대동황토방,81900,2025,05,17,상계동,00000,114.72,21
동원베네스트,65500,2025,05,17,월계동,00000,84.627,8
동아에코빌,70500,2025,05,17,상월곡동,00000,84.97,1
신동아아파트1,28500,2025,05,17,방학동,00000,43.35,13
동아에코빌,81500,2025,05,17,상월곡동,00000,114.66,9
한양7,47000,2025,05,17,쌍문동,00000,71.22,4
래미안장위퍼스트하이,94000,2025,05,17,장위동,00000,59.99,19
에스케이북한산시티,62000,2025,05,17,미아동,00000,59.98,19
방학동삼성래미안1,81500,2025,05,17,방학동,00000,84.937,2
래미안장위퍼스트하이,102000,2025,05,17,장위동,00000,84.94,1
래미안장위퍼스트하이,109300,2025,05,17,장위동,00000,84.94,19
삼익2차아파트,47900,2025,05,17,공릉동,00000,54.74,10
풍림아파트A,81700,2025,05,17,공릉동,00000,84.99,8
태강아파트(아이파크),48500,2025,05,17,공릉동,00000,49.6,14
우방아파트,59500,2025,05,17,공릉동,00000,60.502,1
주공1단지,41200,2025,05,17,번동,00000,41.3,4
강서힐스테이트,143000,2025,05,17,화곡동,00000,128.81,8
주공5,77000,2025,05,17,등촌동,00000,58.14,11
등촌라인(조합),65000,2025,05,17,등촌동,00000,59.91,9
"등촌1,2단지주공아파트",57000,2025,05,17,등촌동,00000,41.85,7
신트리1,78000,2025,05,17,신정동,00000,59.42,9
쌍용,93500,2025,05,17,신정동,00000,84.63,15
신트리4,56000,2025,05,17,신정동,00000,49.5,13
목동현대3차,122000,2025,05,17,신정동,00000,71.16,17
목동우성2,87500,2025,05,17,신정동,00000,84.96,1
명지해드는터,132000,2025,05,17,신정동,00000,84.98,15
목동힐스테이트,150000,2025,05,17,신정동,00000,59.95,20
롯데캐슬,150000,2025,05,17,신정동,00000,84.73,7
마포자이더센트리지(102동~112동),160000,2025,05,17,염리동,00000,59.99,7
상록,90000,2025,05,17,염리동,00000,58.71,12
마포프레스티지자이,198500,2025,05,17,염리동,00000,59.8772,16
신촌삼익,126000,2025,05,17,신수동,00000,84.85,16
목동삼성,128500,2025,05,17,신정동,00000,84.77,18
목동힐스테이트,170000,2025,05,17,신정동,00000,84.98,4
목동힐스테이트,150000,2025,05,17,신정동,00000,59.95,16
성재센트리움아파트,16300,2025,05,17,화곡동,00000,16.56,7
강서힐스테이트,112000,2025,05,17,화곡동,00000,59.99,14
우장산한화꿈에그린,84700,2025,05,17,화곡동,00000,84.98,9
강변힐스테이트,112000,2025,05,17,현석동,00000,59.54,4
마포프레스티지자이,255000,2025,05,17,염리동,00000,84.9472,12
창전래미안,111500,2025,05,17,창전동,00000,84.93,2
창전동현대홈타운,135000,2025,05,17,창전동,00000,84.978,5
마포그랑자이,182500,2025,05,17,대흥동,00000,59.98,3
서희스타힐스,17100,2025,05,17,대흥동,00000,12.85,20
래미안마포리버웰,233000,2025,05,17,용강동,00000,114.97,1
월드컵아이파크(667),124000,2025,05,17,성산동,00000,117.95,3
벽산블루밍2단지,60500,2025,05,17,신월동,00000,59.822,13
목동센트럴아이파크위브2단지,116000,2025,05,17,신월동,00000,84.98,7
삼정그린뷰,65000,2025,05,17,신월동,00000,84.14,5
마포프레스티지자이,281000,2025,05,17,염리동,00000,114.9159,18
마포자이더센트리지(102동~112동),160000,2025,05,17,염리동,00000,59.99,7
염리삼성래미안,143000,2025,05,17,염리동,00000,84.96,2
마포자이,211000,2025,05,17,염리동,00000,84.692,15
도화동현대,138000,2025,05,17,도화동,00000,112.09,8
우성,160000,2025,05,17,도화동,00000,128.315,13
공덕2삼성래미안,154500,2025,05,17,공덕동,00000,84.94,7
래미안공덕4차,146700,2025,05,17,공덕동,00000,59.9,18
진도2,127000,2025,05,17,목동,00000,59.46,14
우성,139000,2025,05,17,목동,00000,84.44,5
목동신시가지5,223000,2025,05,17,목동,00000,65.08,12
목동성원(926-8),128000,2025,05,17,목동,00000,59.4,15
롯데캐슬위너,130500,2025,05,17,목동,00000,84.97,13
대원칸타빌2,129000,2025,05,17,목동,00000,84.98,4
목동현대1,174000,2025,05,17,목동,00000,84.9,6
금호어울림,127000,2025,05,17,목동,00000,84.99,7
목동현대1,139000,2025,05,17,목동,00000,59.9,5
목동신시가지1,207000,2025,05,17,목동,00000,65.34,9
하이페리온2,267000,2025,05,17,목동,00000,119.523,31
목동신시가지5,350000,2025,05,17,목동,00000,142.51,10
성산월드타운대림,84000,2025,05,17,성산동,00000,59.888,11
극동,89500,2025,05,17,염창동,00000,85.0,14
신부파스카4차,83000,2025,05,17,망원동,00000,84.62,2
성신,41000,2025,05,17,망원동,00000,47.58,3
동원월드타운,63000,2025,05,17,중동,00000,60.384,14
상암월드컵파크9단지,95000,2025,05,17,상암동,00000,84.98,15
상암월드컵파크9단지,96000,2025,05,17,상암동,00000,84.89,3
브라운스톤공덕아파트,170000,2025,05,17,신공덕동,00000,84.98,12
펜트라우스,170000,2025,05,17,신공덕동,00000,103.04,15
백련산힐스테이트2차,74800,2025,05,17,응암동,00000,59.63,10
드림캐시아1,48500,2025,05,17,응암동,00000,59.38,7
공덕자이,169500,2025,05,17,아현동,00000,59.99,3
마포래미안푸르지오4단지,200000,2025,05,17,아현동,00000,84.5978,1
마포래미안푸르지오3단지,205000,2025,05,17,아현동,00000,84.5978,4
래미안남가좌2차,122000,2025,05,17,남가좌동,00000,114.793,9
연신내역트리플라102동,33800,2025,05,17,불광동,00000,26.0,9
불광롯데캐슬,89000,2025,05,17,불광동,00000,59.98,3
중계그린1단지,48400,2025,05,17,중계동,00000,49.85,2
래미안남가좌2차,97000,2025,05,17,남가좌동,00000,59.788,15
DMC에코자이,125000,2025,05,17,남가좌동,00000,84.978,8
DMC래미안e편한세상,128000,2025,05,17,북가좌동,00000,84.93,9
독립문극동(200-0),92300,2025,05,17,현저동,00000,59.58,23
힐스테이트녹번,127000,2025,05,17,녹번동,00000,84.898,18
두성아파트,47000,2025,05,17,역촌동,00000,84.68,3
녹번2현대,81000,2025,05,17,녹번동,00000,84.94,7
DMC파크뷰자이1단지,142000,2025,05,17,남가좌동,00000,84.971,21
문화촌현대,62000,2025,05,17,홍제동,00000,59.94,8
문화촌현대,64000,2025,05,17,홍제동,00000,59.94,5
경남,52000,2025,05,17,중계동,00000,50.97,12
홍제한양,71000,2025,05,17,홍제동,00000,60.06,10
청구(366),130000,2025,05,17,중계동,00000,115.47,8
홍은동풍림아이원,60000,2025,05,17,홍은동,00000,84.918,3
연신내역트리플라102동,33800,2025,05,17,불광동,00000,26.0,8
청구1차,95500,2025,05,17,홍제동,00000,84.78,9
유원하나,76000,2025,05,17,홍제동,00000,103.11,9
홍제원현대(459-0),95300,2025,05,17,홍제동,00000,84.9,13
청구3,124000,2025,05,17,중계동,00000,84.77,4
상림마을7단지아이파크(719~729동)BL1-13,100000,2025,05,17,진관동,00000,134.91,6
우물골2단지두산위브(223~244동)BL2-7,99000,2025,05,17,진관동,00000,84.69,7
박석고개1단지힐스테이트(116~131동)BL2-1,83500,2025,05,17,진관동,00000,59.85,3
구파발10단지어울림(1011~1019동)BL3-1,113000,2025,05,17,진관동,00000,134.9,4
은평뉴타운꿈에그린,71000,2025,05,17,진관동,00000,59.92,15
마고정3단지센트레빌(310~322동)BL2-3,137500,2025,05,17,진관동,00000,167.14,15
폭포동4단지힐스테이트(408~422동)BL3-9,108000,2025,05,17,진관동,00000,101.92,15
두산,92000,2025,05,17,북아현동,00000,59.96,7
e편한세상신촌3단지,178000,2025,05,17,북아현동,00000,84.93,18
신촌푸르지오,159000,2025,05,17,북아현동,00000,84.9892,6
신촌푸르지오,147000,2025,05,17,북아현동,00000,59.8802,16
신촌푸르지오,156000,2025,05,17,북아현동,00000,84.9953,4
북한산푸르지오,103000,2025,05,17,녹번동,00000,84.99,11
북한산래미안아파트(2단지),82150,2025,05,17,불광동,00000,59.9932,14
천연뜨란채,50000,2025,05,17,천연동,00000,30.17,1
북한산현대힐스테이트3차아파트,77000,2025,05,17,불광동,00000,59.99,10
건영2,67000,2025,05,17,중계동,00000,84.96,8
디우아르떼,40500,2025,05,17,응암동,00000,39.44,12
삼성타운,77000,2025,05,17,대조동,00000,84.82,8
녹번역e편한세상캐슬,123800,2025,05,17,응암동,00000,84.94,18
DMC센트럴자이(3단지),154000,2025,05,17,증산동,00000,84.96,9
프라이어팰리스,140500,2025,05,17,암사동,00000,84.975,10
우성,90000,2025,05,17,천호동,00000,84.93,7
강동역신동아파밀리에,120000,2025,05,17,천호동,00000,101.25,20
래미안강동팰리스,150000,2025,05,17,천호동,00000,84.97,18
한신아파트,55500,2025,05,17,천호동,00000,58.08,10
동아하이빌아파트,80500,2025,05,17,천호동,00000,84.97,5
동아하이빌아파트,67500,2025,05,17,천호동,00000,59.98,2
우성,84100,2025,05,17,천호동,00000,64.53,11
고덕 아이파크,200000,2025,05,17,고덕동,00000,115.45,20
롯데캐슬퍼스트,150000,2025,05,17,암사동,00000,84.81,29
프라이어팰리스,116500,2025,05,17,암사동,00000,59.983,3
고덕아르테온,181000,2025,05,17,상일동,00000,84.97,32
고덕아르테온,210000,2025,05,17,상일동,00000,114.86,19
고덕아르테온,185000,2025,05,17,상일동,00000,84.97,4
고덕아르테온,159000,2025,05,17,상일동,00000,59.98,13
고덕아르테온,184000,2025,05,17,상일동,00000,84.95,17
롯데캐슬퍼스트,156000,2025,05,17,암사동,00000,84.98,21
래미안힐스테이트고덕,183000,2025,05,17,고덕동,00000,84.83,27
래미안힐스테이트고덕,158000,2025,05,17,고덕동,00000,59.23,18
에스아이팰리스강동센텀I,53484,2025,05,17,길동,00000,33.291,14
선사현대아파트,105900,2025,05,17,암사동,00000,59.64,7
현대홈타운,122000,2025,05,17,암사동,00000,84.98,1
금호아파트,34500,2025,05,17,천호동,00000,27.61,6
신동아,63000,2025,05,17,마천동,00000,59.88,7
서한베네치아,68000,2025,05,17,길동,00000,108.22,7
성내동삼성아파트,92800,2025,05,17,성내동,00000,59.88,4
고덕롯데캐슬베네루체,148000,2025,05,17,상일동,00000,84.923,23
선사현대아파트,125000,2025,05,17,암사동,00000,82.94,23
고덕주공9,130000,2025,05,17,명일동,00000,83.93,15
명일지에스아파트,102500,2025,05,17,명일동,00000,84.96,13
래미안솔베뉴,145000,2025,05,17,명일동,00000,59.11,16
신동아,152000,2025,05,17,명일동,00000,81.07,5
명일우성,178000,2025,05,17,명일동,00000,133.65,3
현대(명일),72000,2025,05,17,명일동,00000,57.09,14
동호리츠빌,59500,2025,05,17,둔촌동,00000,68.54,7
초원동아,66750,2025,05,17,둔촌동,00000,59.63,2
고덕아르테온,169900,2025,05,17,상일동,00000,84.97,3
래미안솔베뉴,141000,2025,05,17,명일동,00000,59.11,24
삼익그린2차,120000,2025,05,17,명일동,00000,54.81,6
삼익그린2차,100000,2025,05,17,명일동,00000,42.93,6
배재현대,111300,2025,05,17,고덕동,00000,59.94,20
배재현대,109000,2025,05,17,고덕동,00000,59.94,13
고덕그라시움,205000,2025,05,17,고덕동,00000,84.24,8
고덕 아이파크,146000,2025,05,17,고덕동,00000,59.99,8
고덕그라시움,205500,2025,05,17,고덕동,00000,84.24,9
텐즈힐(2단지),173500,2025,05,17,상왕십리동,00000,84.92,3
행당브라운스톤,135000,2025,05,17,행당동,00000,84.94,2
서울숲리버뷰자이,210000,2025,05,17,행당동,00000,84.95,5
서울숲 한신 더 휴,147000,2025,05,17,행당동,00000,84.95,7
서울숲 한신 더 휴,120500,2025,05,17,행당동,00000,59.91,1
서울숲삼부아파트,207750,2025,05,17,행당동,00000,122.01,2
남산타운,147000,2025,05,17,신당동,00000,114.88,3
신당KCC스위첸,84500,2025,05,17,신당동,00000,45.7339,2
남산타운,105600,2025,05,17,신당동,00000,59.94,3
래미안하이베르,116600,2025,05,17,신당동,00000,59.95,8
청구e편한세상,158500,2025,05,17,신당동,00000,84.95,8
전농동신성미소지움,89500,2025,05,17,전농동,00000,55.371,12
전농SK,94500,2025,05,17,전농동,00000,114.3,15
옥수하이츠,215000,2025,05,17,옥수동,00000,84.86,6
옥수삼성,154500,2025,05,17,옥수동,00000,59.7,6
극동,194500,2025,05,17,옥수동,00000,142.26,6
래미안 옥수 리버젠,170000,2025,05,17,옥수동,00000,59.84,1
자양우성7,113500,2025,05,17,자양동,00000,59.94,3
현대3,138000,2025,05,17,자양동,00000,84.9,21
한강우성,149300,2025,05,17,자양동,00000,84.72,15
이튼타워리버3차,206500,2025,05,17,자양동,00000,137.71,13
한양,278000,2025,05,17,자양동,00000,157.87,10
옥수어울림,182800,2025,05,17,옥수동,00000,84.96,8
옥수어울림,185000,2025,05,17,옥수동,00000,84.699,4
극동,154900,2025,05,17,옥수동,00000,84.74,7
옥수어울림,198000,2025,05,17,옥수동,00000,84.65,8
대림강변타운,200000,2025,05,17,응봉동,00000,114.88,18
벽산,135000,2025,05,17,금호동1가,00000,114.57,20
청량리역한양수자인그라시엘,146000,2025,05,17,용두동,00000,84.97,6
이편한세상청계센트럴포레,128000,2025,05,17,용두동,00000,59.96,11
이편한세상청계센트럴포레,128000,2025,05,17,용두동,00000,59.9,22
청량리역한양수자인그라시엘,144500,2025,05,17,용두동,00000,84.97,43
대우,129500,2025,05,17,금호동4가,00000,59.97,6
서울숲푸르지오,153000,2025,05,17,금호동4가,00000,59.99,4
서울숲푸르지오,180000,2025,05,17,금호동4가,00000,84.87,3
동대문롯데캐슬노블레스,118500,2025,05,17,전농동,00000,59.98,7
힐스테이트세운센트럴2단지,87500,2025,05,17,입정동,00000,45.9844,5
세운푸르지오헤리시티,46000,2025,05,17,인현동2가,00000,29.4564,20
전농SK,87000,2025,05,17,전농동,00000,84.95,19
구의현대2단지,152000,2025,05,17,구의동,00000,84.88,3
현대프라임,170000,2025,05,17,구의동,00000,84.99,24
전농동신성미소지움,87800,2025,05,17,전농동,00000,55.371,18
센트라스,164500,2025,05,17,하왕십리동,00000,59.94,17
센트라스,150400,2025,05,17,하왕십리동,00000,59.95,10
센트라스,179500,2025,05,17,하왕십리동,00000,84.96,3
센트라스,180000,2025,05,17,하왕십리동,00000,84.99,3
센트라스,154000,2025,05,17,하왕십리동,00000,59.94,4
센트라스,98000,2025,05,17,하왕십리동,00000,40.94,14
왕십리자이,100000,2025,05,17,하왕십리동,00000,51.91,12
왕십리자이,103000,2025,05,17,하왕십리동,00000,51.91,9
브라운스톤,65700,2025,05,17,화양동,00000,58.24,10
서울역센트럴자이,190000,2025,05,17,만리동2가,00000,84.9918,12
리버힐삼성,110000,2025,05,17,산천동,00000,59.55,5
전농SK,82000,2025,05,17,전농동,00000,59.96,19
용산롯데캐슬센터포레,170000,2025,05,17,효창동,00000,59.79,10
용산e편한세상,207500,2025,05,17,신계동,00000,84.21,22
현대파크빌,134000,2025,05,17,광장동,00000,59.76,19
금호베스트빌,130500,2025,05,17,광장동,00000,84.91,2
한가람,263000,2025,05,17,이촌동,00000,114.96,2
이촌코오롱(A),238000,2025,05,17,이촌동,00000,84.78,15
북한강(성원),170000,2025,05,17,이촌동,00000,59.55,18
성원,53300,2025,05,17,중곡동,00000,59.82,13
광장자이,217000,2025,05,17,광장동,00000,125.89,4
동북아스위트힐아파트,79500,2025,05,17,광장동,00000,84.63,2
삼성광장2,98000,2025,05,17,광장동,00000,58.62,7
현대3,127000,2025,05,17,광장동,00000,59.67,19
금호현대,113000,2025,05,17,응봉동,00000,79.8,3
서울숲리버그린동아아파트,119000,2025,05,17,응봉동,00000,59.98,17
쌍용,138000,2025,05,17,성수동1가,00000,59.76,16
서울숲아이파크리버포레1차,235000,2025,05,17,성수동1가,00000,59.9925,19
경희궁자이(3단지),232000,2025,05,17,평동,00000,84.614,17
신동아,430000,2025,05,17,서빙고동,00000,166.98,6
금호한신,130000,2025,05,17,금호동3가,00000,84.96,8
금호자이2차,131700,2025,05,17,금호동3가,00000,84.9796,4
센트라스,154500,2025,05,17,하왕십리동,00000,59.95,21
센트라스,144800,2025,05,17,하왕십리동,00000,59.95,11
창신쌍용2,61000,2025,05,17,창신동,00000,54.7,10
금호삼성래미안,121000,2025,05,17,금호동1가,00000,59.95,8
이편한세상화랑대,88000,2025,05,17,묵동,00000,59.953,6
세방,61000,2025,05,17,묵동,00000,84.8,7
신내대림아파트,103000,2025,05,17,묵동,00000,126.28,10
금호어울림(580-1),58000,2025,05,17,망우동,00000,59.96,12
롯데캐슬클라시아,85000,2025,05,17,길음동,00000,59.7812,9
길음뉴타운1단지(래미안길음1차),86000,2025,05,17,길음동,00000,59.99,5
주공1,76500,2025,05,17,휘경동,00000,84.84,2
쌍용더플래티넘용마산,86000,2025,05,17,면목동,00000,75.058,1
길음뉴타운4단지(e편한세상),96000,2025,05,17,길음동,00000,84.64,9
정릉2차e-편한세상,72500,2025,05,17,정릉동,00000,59.37,2
길음뉴타운1단지(래미안길음1차),84500,2025,05,17,길음동,00000,59.99,12
태능에셈빌,59800,2025,05,17,중화동,00000,84.843,6
대림e-편한세상,92500,2025,05,17,이문동,00000,84.972,8
현대,70850,2025,05,17,이문동,00000,84.56,2
현대,69000,2025,05,17,이문동,00000,59.92,16
청계와이즈노벨리아,92500,2025,05,17,답십리동,00000,74.9044,11
길음뉴타운2단지푸르지오,83500,2025,05,17,길음동,00000,84.97,15
보문파크뷰자이,79500,2025,05,17,보문동6가,00000,45.81,3
쌍용,70000,2025,05,17,이문동,00000,59.99,4
한원힐트리움아파트,41000,2025,05,17,답십리동,00000,34.95,5
래미안장안2차,98000,2025,05,17,장안동,00000,81.05,13
가우디트윈캐슬2,39000,2025,05,17,장안동,00000,47.72,11
두산위브,109800,2025,05,17,답십리동,00000,84.91,10
두산위브,101000,2025,05,17,답십리동,00000,59.91,9
동일스위트리버,82000,2025,05,17,휘경동,00000,84.973,5
래미안라센트,92500,2025,05,17,종암동,00000,59.98,19
라온유,81900,2025,05,17,정릉동,00000,84.65,12
회기힐스테이트,100000,2025,05,17,회기동,00000,84.99,15
힐스테이트청계,100000,2025,05,17,답십리동,00000,48.98,13
센시티16,10300,2025,05,17,답십리동,00000,14.244,8
극동,64000,2025,05,17,종암동,00000,59.67,17
래미안미드카운티,139200,2025,05,17,답십리동,00000,84.99,14
래미안크리시엘,85000,2025,05,17,종암동,00000,84.95,9
한진(609-1),89000,2025,05,17,돈암동,00000,113.67,11
답십리파크자이,125000,2025,05,17,답십리동,00000,84.62,4
돈암코오롱하늘채,87500,2025,05,17,돈암동,00000,59.8616,7
성북힐스테이트(101동),86500,2025,05,17,하월곡동,00000,101.97,24
래미안월곡,91500,2025,05,17,하월곡동,00000,84.589,9
래미안라센트,90000,2025,05,17,종암동,00000,59.98,5
종암에스케이,65000,2025,05,17,종암동,00000,59.04,12
래미안크리시엘,90000,2025,05,17,종암동,00000,84.95,14
정릉풍림아이원,70000,2025,05,17,정릉동,00000,114.75,13
신현대,75500,2025,05,17,회기동,00000,72.27,10
용마한신,44000,2025,05,16,면목동,00000,44.35,4
면목한신,25300,2025,05,16,면목동,00000,27.0,7
현대,62500,2025,05,16,이문동,00000,59.92,9
정릉푸르지오,92000,2025,05,16,정릉동,00000,114.93,7
정릉푸르지오,78000,2025,05,16,정릉동,00000,84.89,6
정릉풍림아이원,70000,2025,05,16,정릉동,00000,114.75,7
정릉푸르지오,64900,2025,05,16,정릉동,00000,59.98,6
두산,84300,2025,05,16,답십리동,00000,84.83,20
신답극동,70000,2025,05,16,답십리동,00000,105.59,4
동서울한양,52000,2025,05,16,답십리동,00000,59.67,5
신현대,73500,2025,05,16,회기동,00000,84.96,2
래미안크리시엘,76000,2025,05,16,종암동,00000,59.99,18
아이파크종암동2차,76000,2025,05,16,종암동,00000,59.675,11
래미안세레니티,89500,2025,05,16,종암동,00000,59.97,21
래미안세레니티,87300,2025,05,16,종암동,00000,59.97,15
래미안세레니티,89500,2025,05,16,종암동,00000,59.97,21
길음뉴타운2단지푸르지오,95000,2025,05,16,길음동,00000,114.73,7
돈암동일하이빌,92000,2025,05,16,동소문동5가,00000,84.958,22
신내역힐데스하임참좋은아파트,79000,2025,05,16,망우동,00000,84.9309,3
한진해모로,70500,2025,05,16,망우동,00000,137.29,3
장안힐스테이트,107800,2025,05,16,장안동,00000,84.789,11
래미안장안2차,97000,2025,05,16,장안동,00000,81.05,20
동신주택,46000,2025,05,16,하월곡동,00000,70.04,2
이수브라운스톤돈암,71900,2025,05,16,돈암동,00000,59.99,2
돈암현대아파트,72000,2025,05,16,돈암동,00000,84.8,11
돈암동 풍림아파트 101~105동,62300,2025,05,16,돈암동,00000,84.68,9
진로아파트,75000,2025,05,16,신내동,00000,101.86,1
동일하이빌뉴시티,119000,2025,05,16,하월곡동,00000,126.6,20
현대1,90000,2025,05,16,염창동,00000,84.9,6
삼성강변,95000,2025,05,16,합정동,00000,84.51,4
화곡푸르지오,103000,2025,05,16,화곡동,00000,84.914,14
화곡푸르지오,115000,2025,05,16,화곡동,00000,125.021,5
경동엠파이어스테이트,8500,2025,05,16,화곡동,00000,14.315,3
목동신시가지9,229000,2025,05,16,신정동,00000,106.93,6
양천벽산블루밍1단지,75000,2025,05,16,신월동,00000,84.63,4
우성,103200,2025,05,16,도화동,00000,54.72,6
도화동현대,110000,2025,05,16,도화동,00000,68.22,2
목동센트럴아이파크위브1단지,99000,2025,05,16,신월동,00000,59.68,8
우성,119500,2025,05,16,도화동,00000,68.94,5
"우장산아이파크,이편한세상",131000,2025,05,16,화곡동,00000,84.97,15
마포자이2차,198000,2025,05,16,대흥동,00000,84.95,6
삼성,162000,2025,05,16,도화동,00000,84.985,5
우성,119500,2025,05,16,도화동,00000,68.94,5
래미안밤섬리베뉴Ⅰ,180000,2025,05,16,상수동,00000,84.99,21
밤섬경남아너스빌,142000,2025,05,16,신수동,00000,84.83,10
롯데캐슬,128000,2025,05,16,염창동,00000,84.9519,5
현대홈타운,130000,2025,05,16,도화동,00000,113.25,4
목동성원(926-8),178000,2025,05,16,목동,00000,84.31,10
목동신시가지5,370000,2025,05,16,목동,00000,152.85,2
마포프레스티지자이,239500,2025,05,16,염리동,00000,84.9654,4
신정현대5,117500,2025,05,16,신정동,00000,114.24,3
주공10,76000,2025,05,16,등촌동,00000,58.14,5
로데오휘버스빌,79000,2025,05,16,신정동,00000,84.99,5
신트리4,70000,2025,05,16,신정동,00000,59.73,12
목동파크자이(101동~108동),147500,2025,05,16,신정동,00000,84.977,3
목동신시가지3,230000,2025,05,16,목동,00000,82.43,1
함성드림빌,74800,2025,05,16,망원동,00000,82.85,3
대림,80000,2025,05,16,등촌동,00000,89.975,15
신촌숲아이파크,193500,2025,05,16,신수동,00000,84.665,5
신촌삼익,120000,2025,05,16,신수동,00000,84.85,20
목동신시가지13,273000,2025,05,16,신정동,00000,151.76,12
월드컵아이파크(667),94800,2025,05,16,성산동,00000,59.73,17
신길레전드힐스,9320,2025,05,16,신길동,00000,13.74,7
관악드림(삼성),84500,2025,05,16,봉천동,00000,59.83,20
포스코더샵,124500,2025,05,16,상도동,00000,59.96,4
한신휴플러스,115500,2025,05,16,본동,00000,84.84,15
상도동삼호아파트,97500,2025,05,16,상도동,00000,114.63,11
관악푸르지오,97000,2025,05,16,봉천동,00000,84.75,18
두산위브트레지움,167500,2025,05,16,사당동,00000,84.422,26
두산,91000,2025,05,16,봉천동,00000,59.92,21
삼익,77700,2025,05,16,노량진동,00000,58.96,11
우성,117500,2025,05,16,노량진동,00000,84.96,15
우성,119000,2025,05,16,노량진동,00000,124.77,4
우성,94000,2025,05,16,노량진동,00000,59.82,5
사당롯데캐슬골든포레,134500,2025,05,16,사당동,00000,84.9857,7
신동아4,116500,2025,05,16,사당동,00000,59.89,13
사당휴브리지(206-127),14500,2025,05,16,사당동,00000,12.49,8
대림(169-8),133000,2025,05,16,사당동,00000,84.91,15
사당자이,87000,2025,05,16,사당동,00000,60.0,18
우성1차,103500,2025,05,16,신대방동,00000,84.99,4
문래건영,110000,2025,05,16,문래동3가,00000,84.87,9
e편한세상서울대입구2단지,125000,2025,05,16,봉천동,00000,84.98,11
관악푸르지오,84000,2025,05,16,봉천동,00000,59.58,7
현대(관악),67000,2025,05,16,봉천동,00000,58.59,2
프라비다2,14300,2025,05,16,봉천동,00000,15.64,11
두산,113000,2025,05,16,봉천동,00000,114.99,5
거성파스텔,137500,2025,05,16,양평동3가,00000,131.34,10
상도푸르지오클라베뉴,128000,2025,05,16,상도동,00000,84.9198,2
한솔솔파크,86000,2025,05,16,대림동,00000,84.89,18
관악드림(삼성),94800,2025,05,16,봉천동,00000,114.75,3
성원(650),63700,2025,05,16,대림동,00000,59.63,23
e편한세상영등포아델포레,105500,2025,05,16,대림동,00000,59.968,7
남성,60000,2025,05,16,문래동2가,00000,47.3,3
신대림자이2단지,80000,2025,05,16,대림동,00000,84.45,9
흑석한강푸르지오,168500,2025,05,16,흑석동,00000,84.91,5
신길레전드힐스,9516,2025,05,16,신길동,00000,13.74,7
이화우성,57300,2025,05,16,구로동,00000,59.82,2
대림1,89500,2025,05,16,신도림동,00000,59.88,8
대림e-편한세상4,183000,2025,05,16,신도림동,00000,117.74,15
영등포푸르지오,104500,2025,05,16,영등포동,00000,59.912,3
구로두산,46500,2025,05,16,구로동,00000,44.64,13
주공1,72000,2025,05,16,구로동,00000,73.08,13
극동,51750,2025,05,16,구로동,00000,91.05,11
신도림태영타운,102750,2025,05,16,구로동,00000,84.87,2
우장산힐스테이트,134500,2025,05,16,내발산동,00000,84.98,3
마곡수명산파크5단지,91000,2025,05,16,내발산동,00000,59.76,9
방화5,58000,2025,05,16,방화동,00000,49.77,11
한강아파트,85500,2025,05,16,당산동4가,00000,59.4,16
동부센트레빌,115000,2025,05,16,당산동3가,00000,134.83,2
화랑,274000,2025,05,16,여의도동,00000,146.78,5
영등포푸르지오,115000,2025,05,16,영등포동,00000,73.133,17
한양수자인에듀힐즈,79000,2025,05,16,항동,00000,76.9519,10
강변,61500,2025,05,16,가양동,00000,39.6,7
서초더샵포레,118000,2025,05,16,내곡동,00000,59.69,2
서초더샵포레,128000,2025,05,16,내곡동,00000,59.94,6
가락금호아파트,145000,2025,05,16,가락동,00000,85.0,5
서초포레스타3단지,200000,2025,05,16,신원동,00000,114.81,14
동부센트레빌,177000,2025,05,16,가락동,00000,143.02,21
가락금호아파트,150000,2025,05,16,가락동,00000,85.0,17
위례24단지(꿈에그린),127000,2025,05,16,장지동,00000,59.96,20
가락금호아파트,130700,2025,05,16,가락동,00000,59.91,8
극동,183000,2025,05,16,가락동,00000,149.74,7
삼환,158000,2025,05,16,가락동,00000,84.974,7
강남서해그랑블,94000,2025,05,16,역삼동,00000,70.57,6
한신엠비씨,219500,2025,05,16,도곡동,00000,84.74,4
잠실엘스,300000,2025,05,16,잠실동,00000,84.97,17
올림픽훼밀리타운,206000,2025,05,16,문정동,00000,136.325,6
트리지움,245000,2025,05,16,잠실동,00000,59.88,12
한양5,395000,2025,05,16,압구정동,00000,100.5,4
반포미도2차아파트,251000,2025,05,16,반포동,00000,71.49,12
리센츠,311000,2025,05,16,잠실동,00000,84.99,8
대치SKVIEW,395000,2025,05,16,대치동,00000,93.4,2
현대,240000,2025,05,16,잠원동,00000,84.87,6
신성노바빌아파트,99500,2025,05,16,풍납동,00000,59.78,13
2차한양아파트,153700,2025,05,16,송파동,00000,64.26,3
장미3,350000,2025,05,16,신천동,00000,134.16,6
은마,332000,2025,05,16,대치동,00000,76.79,8
레이크팰리스,245000,2025,05,16,잠실동,00000,59.97,17
트리지움,240000,2025,05,16,잠실동,00000,59.88,13
가락쌍용(2차),123000,2025,05,16,가락동,00000,84.42,1
한양1,50800,2025,05,16,쌍문동,00000,50.58,4
삼성래미안트리베라2단지,76500,2025,05,16,미아동,00000,58.99,12
청솔(시영7),36400,2025,05,16,하계동,00000,39.92,4
